car_model,price,year_model,kms,colour,fuel_type,location,url_car
Renault Duster 2.0 Dynamique Plus,44.800.000,2014,"122,000",Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2310052608-renault-duster-discoverydynamique-20-mt-2014-4x2-aa-4ve-ee-_JM#position=1&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster 2.0 DYNAMIQUE MT 4X4,52.900.000,2016,"36,660",Rojo,Gasolina,Cundinamarca,https://articulo.tucarro.com.co/MCO-2309883766-renault-duster-dynamique-2000cc-mt-4x4-_JM#position=2&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster Oroch 2.0 Dynamique,65.000.000,2020,"29,000",Gris,Gasolina,Cundinamarca,https://articulo.tucarro.com.co/MCO-1409963209-renault-duster-oroch-20-dynamique-_JM#position=3&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster 1.6 Zen,79.000.000,2023,"21,180",Gris,Gasolina,Cundinamarca,https://articulo.tucarro.com.co/MCO-2268683620-renault-duster-16-zen-_JM#position=4&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster  4x2 1600cc Mt Aa,60.000.000,2020,"226,000",Blanco,Gasolina y gas,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2279056830-renault-duster-4x2-1600cc-mt-aa-_JM#position=5&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster 2.0 Dynamique 4x2,46.000.000,2016,"95,000",Plateado,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1410377049-renault-duster-dynamique-20-mt-2016-aa-ee-4x2-fe-138-hp-_JM#position=6&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster 1.3 Intense Cvt,81.500.000,2022,"27,794",Plateado,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1408908359-renault-duster-intens-13-turbo-at-2022-placa-5-mosquera-_JM#position=7&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Oroch 4x4 Outsider 1.3 Turbo 2025 Jp,108.300.000,2025,0,Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1405105429-renault-oroch-4x4-outsider-13-turbo-2025-jp-_JM#position=8&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster 2.0 Dynamique 4x2,52.000.000,2013,"76,000",Blanco,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-2250994504-renault-duster-dynamique-4x2-blind-2013-_JM#position=9&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster 2.0 Dynamique 4x4,49.800.000,2016,"158,000",Blanco,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1409566501-renault-duster-dynamique-4x4-20-_JM#position=10&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster 1.6 Expression Mecánica,44.000.000,2016,"91,900",Blanco,Gasolina,Santander,https://articulo.tucarro.com.co/MCO-2272372036-renault-duster-expression-2016-mt-1600cc-4x2-_JM#position=11&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster 2.0 Expression,52.000.000,2016,"79,921",Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2254345612-renault-duster-expression-4x2-1600cc-mt-aa-_JM#position=12&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster Iconic 1.3 Turbo 4x4 Mf,106.000.000,2024,0,Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2160881386-renault-duster-iconic-13-turbo-4x4-mf-_JM#position=13&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster 1.6 Expression Mecánica,41.900.0008% OFF,2016,"207,384",Blanco,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1410352371-renault-duster-16-expression-mecanica-2016-_JM#position=14&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster Oroch 2.0 Dynamique 4x4 Mecanico,82.900.000,2022,"42,344",Gris,Gasolina,Norte De Santander,https://articulo.tucarro.com.co/MCO-1409929735-renault-duster-oroch-dynamique-mt-20-4x4-mod-2022-_JM#position=15&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster INTENS 1.6 5P,76.600.000,2022,"22,784",Rojo,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2306652584-renault-duster-intens-16-5p-2022-jyl199-_JM#position=16&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster 1.6 Expression Mecánica,46.900.0007% OFF,2015,"119,424",Plateado,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1407399319-renault-duster-16-expression-mecanica-2015-_JM#position=17&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster 1.6 Dynamique,57.450.000,2019,"206,300",Blanco,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1402367381-renault-duster-16-cc-2019-_JM#position=18&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster INTENS TURBO 1.3 AUT,89.200.000,2023,"25,650",Blanco,Gasolina,Cundinamarca,https://articulo.tucarro.com.co/MCO-2261172560-renault-duster-intens-turbo-13-aut-5p-2023-llu706-_JM#position=19&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster 2.0 Dynamique,44.500.000,2015,"125,200",Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1409595457-renault-duster-dynamique-20-_JM#position=20&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster Iconic 4x4,104.000.0004% OFF,2024,0,Marrón,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1384105207-renault-duster-iconic-4x4-_JM#position=21&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Koleos 2.5 Dynamique,54.900.000,2016,"89,000",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2289181430-renault-koleos-duster-captur-sandero-stepway-logan-megane-_JM#position=22&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster INTENS TURBO 1.3 5P,81.900.000,2022,"38,814",Gris,Gasolina,Meta,https://articulo.tucarro.com.co/MCO-1403094025-renault-duster-intens-turbo-13-5p-2022-jun089-_JM#position=23&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster Oroch 2.0 Intens,70.400.000,2021,"25,000",Blanco,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2257693344-renault-duster-oroch-intens-20-4x2-_JM#position=24&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
