car_model,price,year_model,kms,colour,fuel_type,location,url_car
Chevrolet Onix 1.0t Automática,58.900.000,2023,"25,000",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1399147273-chevrolet-onix-2023-10t-automatica-_JM#position=47&search_layout=grid&type=item&tracking_id=2b7feca2-1078-4f03-a8f1-c3fd1a5fc435
Chevrolet Onix 1.0T Rs Mt,58.900.000,2022,"37,500",Plateado,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1397733231-chevrolet-onix-rs-_JM#position=48&search_layout=grid&type=item&tracking_id=2b7feca2-1078-4f03-a8f1-c3fd1a5fc435
Chevrolet Onix 1.4 Ltz 5 p,43.000.000,2020,"62,400",N/A,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1391851489-chevrolet-onix-2020-14-ltz-5-p-_JM#position=1&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0T Rs Mt,64.900.000,2023,"2,970",N/A,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2206910208-chevrolet-onix-2023-10t-rs-mt-_JM#position=2&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0t Mecánica,57.500.000,2021,"50,500",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1401943133-chevrolet-onix-rs-_JM#position=3&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0T Rs Mt,60.000.000,2022,"36,000",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1400115107-chevrolet-onix-2022-10t-rs-mt-_JM#position=4&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0t Mecánica,52.900.000,2021,"49,000",N/A,Gasolina,Boyaca,https://articulo.tucarro.com.co/MCO-2248841504-chevrolet-onix-2021-10t-mecanica-_JM#position=5&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz Aut,50.990.000,2019,"64,867",N/A,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2206648308-chevrolet-onix-2019-14-ltz-aut-_JM#position=6&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix LTZ 1.4L,43.900.000,2020,"72,000",Plateado,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1390114901-chevrolet-onix-hb-ltz-mecanico-2017-_JM#position=7&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0t Automática,64.900.000,2021,"39,919",N/A,Gasolina,Boyaca,https://articulo.tucarro.com.co/MCO-1380464379-chevrolet-onix-2021-10t-automatica-_JM#position=8&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
