car_model,price,year_model,kms,colour,fuel_type,location,url_car
Chevrolet Onix 1.0t Automática,60.900.000,2021,"29,000",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2307047834-chevrolet-onix-2021-10t-automatica-_JM#position=36&search_layout=grid&type=item&tracking_id=7a51f4d1-2b87-432e-a84e-ef9c3d2a1d77
Chevrolet Onix 1.4 Ltz Aut,44.900.000,2019,"74,600",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2239007168-chevrolet-onix-2019-14-ltz-aut-_JM#position=37&search_layout=grid&type=item&tracking_id=7a51f4d1-2b87-432e-a84e-ef9c3d2a1d77
Chevrolet Onix 1.0 Premier Turbo ,65.900.000,2023,"9,200",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1411662275-chevrolet-onix-10-premier-turbo-_JM#position=38&search_layout=grid&type=item&tracking_id=7a51f4d1-2b87-432e-a84e-ef9c3d2a1d77
Chevrolet Onix 1.0t Automática,57.900.000,2023,"10,100",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2316663950-chevrolet-onix-2022-10t-automatica-_JM#position=39&search_layout=grid&type=item&tracking_id=7a51f4d1-2b87-432e-a84e-ef9c3d2a1d77
Chevrolet Onix 1.0t Mecánica,50.900.000,2021,"33,000",N/A,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1410538011-chevrolet-onix-2021-10t-mecanica-_JM#position=40&search_layout=grid&type=item&tracking_id=7a51f4d1-2b87-432e-a84e-ef9c3d2a1d77
Chevrolet Onix 1.0 Turbo Rs,56.900.000,2021,"25,000",Plateado,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2298966550-chevrolet-onix-10-turbo-rs-_JM#position=41&search_layout=grid&type=item&tracking_id=7a51f4d1-2b87-432e-a84e-ef9c3d2a1d77
Chevrolet Onix 1.0t Mecánica,58.500.000,2021,"46,545",N/A,Gasolina,Atlántico,https://articulo.tucarro.com.co/MCO-2299001534-chevrolet-onix-2021-10t-mecanica-_JM#position=42&search_layout=grid&type=item&tracking_id=7a51f4d1-2b87-432e-a84e-ef9c3d2a1d77
Chevrolet Onix 1.4 Ltz,44.000.000,2019,"22,571",Rojo,Gasolina,Caldas,https://articulo.tucarro.com.co/MCO-2277033228-chevrolet-onix-_JM#position=43&search_layout=grid&type=item&tracking_id=7a51f4d1-2b87-432e-a84e-ef9c3d2a1d77
Chevrolet Onix 1.4 Ltz 5 p,49.500.000,2018,"98,000",Gris,Gasolina,Meta,https://articulo.tucarro.com.co/MCO-1395167923-chevrolet-onix-14-active-2018-_JM#position=44&search_layout=grid&type=item&tracking_id=7a51f4d1-2b87-432e-a84e-ef9c3d2a1d77
Chevrolet Onix 1.0T Rs Mt,67.500.000,2023,"13,571",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1393750807-chevrolet-onix-2023-_JM#position=45&search_layout=grid&type=item&tracking_id=7a51f4d1-2b87-432e-a84e-ef9c3d2a1d77
Chevrolet Onix 1.0T Rs Mt,57.900.000,2022,"37,500",Plateado,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2314609566-chevrolet-onix-rs-_JM#position=46&search_layout=grid&type=item&tracking_id=7a51f4d1-2b87-432e-a84e-ef9c3d2a1d77
Chevrolet Onix 1.0t Automática,58.900.000,2023,"22,000",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2314681554-chevrolet-onix-2023-10t-automatica-_JM#position=47&search_layout=grid&type=item&tracking_id=7a51f4d1-2b87-432e-a84e-ef9c3d2a1d77
Chevrolet Onix 1.4 Ltz Mt,38.900.000,2019,"40,500",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2311016352-chevrolet-onix-14-ltz-mt-_JM#position=48&search_layout=grid&type=item&tracking_id=7a51f4d1-2b87-432e-a84e-ef9c3d2a1d77
