car_model,price,year_model,kms,colour,fuel_type,location,url_car
Mazda 2 1500cc Mt Aa,64.000.000,2020,"18,000",Blanco,Gasolina,Cundinamarca,https://articulo.tucarro.com.co/MCO-1397741759-mazda-2-1500cc-mt-aa-_JM#position=1&search_layout=grid&type=item&tracking_id=e683dc5b-127d-49cb-8469-55a6636a390e
Mazda 2 TOURING 1.5 MT HB MEJORADO,66.900.000,2022,"31,381",Gris,Gasolina,Norte De Santander,https://articulo.tucarro.com.co/MCO-2258016414-mazda-2-touring-2022-15-mt-_JM#position=2&search_layout=grid&type=item&tracking_id=e683dc5b-127d-49cb-8469-55a6636a390e
Mazda 2 1.5 Grand Touring 5 p,69.990.000,2021,"46,564",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1400860969-mazda-2-grand-touring-2021-_JM#position=3&search_layout=grid&type=item&tracking_id=e683dc5b-127d-49cb-8469-55a6636a390e
Mazda 2 1.5 Touring,53.900.000,2016,"103,712",Plateado,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2204069194-mazda-2-touring-2016-_JM#position=4&search_layout=grid&type=item&tracking_id=e683dc5b-127d-49cb-8469-55a6636a390e
Mazda 2 1.5 Touring,54.990.000,2016,"69,000",Azul,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1382692439-mazda-2-touring-2016-_JM#position=5&search_layout=grid&type=item&tracking_id=e683dc5b-127d-49cb-8469-55a6636a390e
Mazda 2 1.5 Grand Touring,84.990.900,2023,"4,785",Rojo,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1403244713-mazda-2-grand-touring-2023-_JM#position=6&search_layout=grid&type=item&tracking_id=e683dc5b-127d-49cb-8469-55a6636a390e
Mazda 2 1.5 15hap,29.500.000,2008,"115,227",Rojo,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-1402702317-mazda-2-hb-tp-1500-_JM#position=7&search_layout=grid&type=item&tracking_id=e683dc5b-127d-49cb-8469-55a6636a390e
Mazda 2 GRAND TOURING HATCHBACK,76.900.000,2023,"16,429",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2228677568-mazda-2-grand-touring-hatchback-2023-_JM#position=8&search_layout=grid&type=item&tracking_id=e683dc5b-127d-49cb-8469-55a6636a390e
Mazda 2 1.5 Touring,52.900.000,2016,"82,798",Plateado,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2203040986-mazda-2-touring-2016-_JM#position=9&search_layout=grid&type=item&tracking_id=e683dc5b-127d-49cb-8469-55a6636a390e
Mazda 2 Sedan Touring Automatico Paño Ipm 2024 ,83.500.000,2024,0,Blanco,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-2200895522-mazda-2-sedan-touring-automatico-pano-ipm-2024-_JM#position=10&search_layout=grid&type=item&tracking_id=e683dc5b-127d-49cb-8469-55a6636a390e
