car_model,price,year_model,kms,colour,fuel_type,location,url_car
Chevrolet Onix,52.900.000,2021,"38,500",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1409021891-chevrolet-onix-turbo-lt-tp-10-2021-_JM#position=1&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,40.000.000,2016,"47,096",Blanco,Gasolina,Nariño,https://articulo.tucarro.com.co/MCO-2257666376-chevrolet-onix-ltz-automatico-14-_JM#position=2&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,65.000.000,2023,"4,700",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1405115767-chevrolet-onix-2023-10t-rs-mt-_JM#position=3&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,69.000.000,2021,"17,310",Plateado,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-2275306018-chevrolet-onix-premier-turbo-ac-10-4p-4x2-ta-_JM#position=4&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,65.000.000,2021,"33,627",Gris,Gasolina,Risaralda,https://articulo.tucarro.com.co/MCO-1404317531-chevrolet-onix-10-premier-turbo-2021-_JM#position=5&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,71.990.000,2023,0,Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1409171115-chevrolet-onix-10-rs-_JM#position=6&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,48.000.000,2020,"41,921",Blanco,Gasolina,Boyaca,https://articulo.tucarro.com.co/MCO-2303902204-chevrolet-onix-ltz-1384-2020-_JM#position=7&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,47.990.000,2020,"24,645",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1409082105-chevrolet-onix-2020-_JM#position=9&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,67.990.000,2023,"13,530",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2293683038-chevrolet-onix-rs-turbo-2023-_JM#position=10&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,38.400.000,2016,"49,000",Plateado,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2267166902-chevrolet-onix-hb-ltz-mt-1400-_JM#position=14&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,59.000.000,2021,"82,300",Gris,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-2259800656-chevrolet-onix-premier-at-10-turbo-2021-_JM#position=15&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,52.000.000,2021,"51,700",Plateado,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2281971390-chevrolet-onix-10-turbo-ltz-_JM#position=16&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,66.900.000,2023,"14,017",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2203074154-onix-rs-_JM#position=17&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,58.900.000,2022,"11,980",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2305542908-chevrolet-onix-lt-turbo-automatico-_JM#position=18&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,37.900.000,2016,"96,300",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1409501981-chevrolet-onix-ltz-tp-14-2016-_JM#position=19&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,39.900.000,2017,"91,200",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2303326776-chevrolet-onix-ltz-tp-14-2017-_JM#position=20&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,68.600.000,2023,"16,946",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2264049668-chevrolet-onix-rs-10-turbo-mt-_JM#position=21&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,64.900.000,2023,"20,895",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2240071172-chevrolet-onix-ltz-10-turbo-sedan-at-_JM#position=23&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,44.990.000,2017,"74,800",Blanco,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1395071529-chevrolet-onix-ltz-_JM#position=24&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,88.990.000,2024,0,Rojo,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2247249380-chevrolet-onix-turbo-_JM#position=25&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,73.900.000,2023,"2,175",Negro,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2182115442-chevrolet-onix-rs-turbo-10-hb-mt-_JM#position=26&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,59.600.000,2021,"42,144",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2182308398-chevrolet-onix-ltz-10-turbo-at-4p-_JM#position=27&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,75.600.000,2024,98,Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2282296416-chevrolet-onix-rs-turbo-15-mt-hatch-back-_JM#position=28&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,70.500.000,2023,"18,600",Plateado,Gasolina,Cundinamarca,https://articulo.tucarro.com.co/MCO-2252640620-chevrolet-onix-turbo-premier-10cc-at-aa-_JM#position=29&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
Chevrolet Onix,63.900.000,2023,"22,000",Blanco,Gasolina,Risaralda,https://articulo.tucarro.com.co/MCO-1407607759-chevrolet-onix-turbo-rs-mt-10cc-2023-_JM#position=30&search_layout=grid&type=item&tracking_id=b814bb9e-c30a-49c4-8bb9-30cfc234a47f
