car_model,price,year_model,kms,colour,fuel_type,location,url_car
Suzuki NEW SWIFT DZIRE,49.900.000,2023,"13,530",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2266013092-suzuki-new-swift-dzire-_JM#position=19&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift 1.2 Dzire,47.300.000,2019,"41,293",Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1393618233-suzuki-swift-dzire-tam-2019-_JM#position=20&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
New Swift  Hybrid  2024,76.490.000,2024,0,Azul,Híbrido,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2202398774-new-swift-hybrid-2024-_JM#position=21&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift 1.2 Dzire,50.000.000,2020,"59,061",Plateado,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2154082628-suzuki-swift-dzire-12l-at-2020-_JM#position=22&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift 1.2 Dzire,51.800.000,2023,"14,000",Blanco,Gasolina,Santander,https://articulo.tucarro.com.co/MCO-1405892351-suzuki-swift-dzire-sedan-mecanico-2023-_JM#position=23&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift Suzuki Swift 1.2 Hybrid,76.990.000,2024,0,Azul,Híbrido,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1405904809-suzuki-swift-hibrido-mt-2024-_JM#position=24&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki NEW SWIFT DZIRE MT,49.900.000,2023,"21,900",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1397195137-suzuki-new-swift-dzire-mt-_JM#position=25&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift 1.2 Dzire Ga,44.800.000,2020,"65,000",Plateado,Gasolina,Cundinamarca,https://articulo.tucarro.com.co/MCO-2170581466-suzuki-swift-dzire-tam-2020-documentos-al-dia-_JM#position=26&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift Dzire,50.900.000,2023,"28,000",Blanco,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-1403123575-suzuki-swift-dzire-_JM#position=27&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift Gl Mt 1400cc 5p 2013,34.900.000,2013,"111,257",Plateado,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-1401919543-suzuki-swift-gl-mt-1400cc-5p-2013-_JM#position=28&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift Dzire Tam 2022,49.900.000,2022,"20,622",Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2249642708-suzuki-swift-dzire-tam-2022-_JM#position=29&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift Dzire 1.2,49.900.000,2023,"20,600",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1399531359-suzuki-swift-dzire-12-_JM#position=30&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift 1.2 Dzire Ga,49.990.000,2022,"22,000",N/A,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-2217615826-suzuki-swift-2022-12-dzire-ga-_JM#position=31&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift 1.2 Dzire,34.800.000,2016,"110,000",Rojo,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1406366253-suzuki-swift-dzire-_JM#position=32&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift Automático,53.900.000,2023,"17,000",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1402742503-suzuki-swift-automatico-_JM#position=33&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift Dzire,50.900.000,2023,"16,900",Gris,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-1398874455-suzuki-swift-_JM#position=34&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift 1.4 Gl,34.900.000,2014,"84,000",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1371676407-suzuki-swift-14-gl-perfecto-estado-_JM#position=35&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift 1.2 DZIRE MECANICO,47.800.000,2023,"23,000",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1408697195-suzuki-swift-dzire-mt-2023-_JM#position=36&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift 1.2 DZIRE AUTOMATICO,47.800.000,2022,"26,000",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1407191259-suzuki-swift-dzire-at-2022-_JM#position=37&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift 1.2 DZIRE AUTOMATICO,51.800.000,2023,"14,000",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2272766692-suzuki-swift-dzire-at-2023-_JM#position=38&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift 1.2 DZIRE AUTOMATICO,51.800.000,2023,"15,000",Plateado,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2300556716-suzuki-swift-dzire-at-2023-_JM#position=39&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift 1.2 DZIRE MECANICO,47.800.000,2023,"18,000",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1407666373-suzuki-swift-dzire-mt-2023-_JM#position=40&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
Suzuki Swift 1.2 Dzire MT,45.900.000,2022,"22,000",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2257883518-suzuki-swift-12-dzire-mt-_JM#position=41&search_layout=grid&type=item&tracking_id=4e3f8bbc-555b-4f94-89d1-45ddffd7d2b2
